Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
414	NCT03196713	Early Intervention, Supervision, Quality and Outcome in ASD		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Early Intensive Behavioral Intervention	York Measure of Quality of Behavioural Intensive Intervention (YMQI)|Vineland Adaptive Behavior Scales (VABS)|Social Responsiveness Scale (SRS)	Karolinska Institutet	All	2 Years to 6 Years   (Child)	Not Applicable	34	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research	EIBI Quality	April 1, 2013	August 31, 2017	October 27, 2017	June 23, 2017		August 15, 2018	KIND, CAP Research Center, Stockholm, Sweden		https://ClinicalTrials.gov/show/NCT03196713
415	NCT02812368	Clonidine for Sleep Disturbances in Children With Autism Spectrum Disorder		Withdrawn	No Results Available	Autism Spectrum Disorder	Drug: Clonidine|Drug: Placebo (for clonidine)	Change in Children's Sleep Habits Questionnaire (CSHQ) Total Score	Ohio State University|Autism Treatment Network|Autism Intervention Research Network on Physical Health	All	6 Years to 14 Years   (Child)	Phase 2	0	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	2016H0181	August 2016	January 2017	January 2017	June 24, 2016		February 2, 2017	Ohio State University Nisonger Center, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT02812368
416	NCT03020927	Therapist and Parent Delivered Reciprocal Imitation Training for Young Children With Autism Spectrum Disorder	ParentRIT	Suspended	No Results Available	Autism Spectrum Disorder	Behavioral: Reciprocal Imitation Training (Therapist-Delivered)|Behavioral: Reciprocal Imitation Training (Therapist + Parent Delivered)	Unstructured Imitation Assessment (UIA)|Percentage of parent acts imitated during Parent-Child Play Interaction|Parenting Stress Index, 4th Edition|Motor Imitation Scales|Early Social Communication Scales|Proportion of time spent jointly engaged during Parent-Child Play Interaction	Ohio State University	All	24 Months to 60 Months   (Child)	Not Applicable	30	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2015B0475	April 2016	December 2023	December 2023	January 13, 2017		November 22, 2022	The Ohio State University, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT03020927
417	NCT05092321	Aquatic Therapy for ASD		Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Aquatic Occupational Therapy	Change in swim skills|Change in individualized goals|Change in parent comfort|Parent perspective	Ohio State University|Franklin County Board of Developmental Disabilities	All	3 Years to 12 Years   (Child)	Not Applicable	48	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2019J0204	September 14, 2021	August 31, 2023	December 31, 2023	October 25, 2021		October 6, 2022	The Ohio State University, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT05092321
418	NCT01340092	Use of a Family Navigator in Families With Children Newly Diagnosed With Autism Spectrum Disorder		Completed	No Results Available	Autistic Disorder	Other: Family Navigator	Hours of Services|Receipt of adequate services|Time to Receipt of Services|Family Psychological Functioning	Boston Medical Center	All	15 Years to 64 Years   (Child, Adult)	Not Applicable	192	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care	29964|HRSA R40MC19928-01-00	April 2011	May 2014	May 2014	April 22, 2011		April 25, 2016	Boston Medical Center, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT01340092
419	NCT00355329	Randomized Control Trial of Using Tongue Acupuncture in Autistic Spectrum Disorder Using PET Scan for Clinical Correlation		Completed	No Results Available	Autism|Autistic Disorder	Procedure: Tongue Acupuncture (Procedure)	Autism Treatment Evaluation Checklist (ATEC) consisting of 4 subscales before (Week 0) and after (Week 8) acupuncture|Reynell Language Developmental Scale (RLDS) before (Week 0) and after (Week 8) acupuncture|Symbolic Play Test (SPT) before (Week 0) and after (Week 8) acupuncture|Functional Independence Measure for children (WeeFIM) with 3 domains before (Week 0) and after (Week 8) acupuncture|Clinical Global Impression Scale (CGIS) before (Week 0) and after (Week 8) acupuncture|18F-fluorodeoxyglucose Positron Emission Tomography (PET) before (Week 0) and after (Week 8) acupuncture	The University of Hong Kong	All	3 Years to 16 Years   (Child)	Phase 3	30	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment	PET-001				July 21, 2006		October 20, 2006	Duchess of Kent of Children Hospital, Hong Kong, Hong Kong		https://ClinicalTrials.gov/show/NCT00355329
420	NCT01078714	Efficiency of Bumetanide in Autistic Children	BUMEA	Completed	No Results Available	Autistics Children	Drug: bumetanide	Child Autism Rating Scale score|Clinical global impressions score|Repetitive end restricted behavior score|GRAM score	University Hospital, Brest	All	3 Years to 10 Years   (Child)	Phase 3	60	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	RB09-017	March 2010	June 2011	June 2011	March 2, 2010		December 21, 2011	Lemonnier, Brest, France|Chevreuil, Rennes, France|DUPIN, Vannes, France		https://ClinicalTrials.gov/show/NCT01078714
421	NCT04955093	Heart Rate Variability Biofeedback in Young People With Autism		Completed	No Results Available	Autistic Disorders Spectrum	Device: Biofeedback	Reduction in Anxiety Scale using Beck Youth Inventory|Any change in Heart rate variability (ideally key metrics increased)	University of Ulster|South Eastern Health and Social Care Trust	All	13 Years to 24 Years   (Child, Adult)	Not Applicable	20	Other	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRAS139122|15/NI/0255	May 30, 2016	August 9, 2017	August 9, 2017	July 8, 2021		July 8, 2021	South Eastern Health Trust, Belfast, Northern Ireland, United Kingdom		https://ClinicalTrials.gov/show/NCT04955093
422	NCT05268744	Micronutrient Supplementation in Children With ASD		Active, not recruiting	No Results Available	Autism Spectrum Disorder	Drug: Micronutrient	Correlation between change in the Autism Behavior Inventory, Short Form (ABI-S) and change in metabolites.|Correlation between change in the Social Responsiveness Scale (SRS) and change in metabolites.	University of California, San Francisco	All	5 Years to 22 Years   (Child, Adult)	Phase 2	20	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	22-35971	November 14, 2022	January 12, 2023	January 30, 2023	March 7, 2022		December 2, 2022	University of California, San Francisco, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT05268744
423	NCT05218577	The Effect of High Selenium Functional Food and Selenium Supplement		Completed	No Results Available	Autism Spectrum Disorder	Other: high selenium functional food|Dietary Supplement: selenium supplement|Other: Placebo	The change of Developmental level|The change of GPx level|The change of IL-1 betha level|The change of IL-6 level|The change of TNF-Alpha level	Neny Triana|Karya Husada Sshool Health Science	All	2 Months to 6 Years   (Child)	Not Applicable	65	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	Neny Triana	January 1, 2021	December 24, 2021	December 24, 2021	February 1, 2022		February 1, 2022	Neny Triana, Kediri, Jawa Timur, Indonesia		https://ClinicalTrials.gov/show/NCT05218577
424	NCT05472870	Efficacy and Mechanism of rTMS in Children With ASD: an Open-label Clinical Trial(Ⅱ)		Enrolling by invitation	No Results Available	Autism Spectrum Disorder	Device: repetitive Transcranial Magnetic Stimulation	Change in Social Response Scale (SRS)|Childhood Autism Rating Scale (CARS)|Behavior Rating Inventory of Executive Function(BRIEF)|Conners Scale|Repetitive Stereotyped Behavior - Revised (RBS-R)|Peabody Picture Vocabulary Test（PPVT）|Chinese Communicative Development Inventory (CCDI)|Clinical Efficacy Rating Scale (CGI)	Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|Shanghai Mental Health Center	All	4 Years to 16 Years   (Child)	Not Applicable	30	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	XHEC-C-2022-008-4	July 12, 2022	September 2023	December 2023	July 25, 2022		July 27, 2022	Fei Li, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT05472870
425	NCT00352248	Randomized Controlled Trial of Acupuncture Versus Sham Acupuncture in Autistic Spectrum Disorder		Completed	No Results Available	Autistic Disorder|Autism	Procedure: Tongue Acupuncture (Procedure)	Griffiths Mental Developmental Scale (GMDS) was conducted before (at Week 0) and after (at Week 9) acupuncture.|Ritvo-Freeman Real Life Scale (RFRLS) was conducted before (at Week 0) and after (at Week 9) acupuncture.|Reynell Language Developmental Scale (RLDS) was conducted before (at Week 0) and after (at Week 9) acupuncture.|Symbolic Play Test (SPT) was conducted before (at Week 0) and after (at Week 9) acupuncture.|Functional Independence Measure for children (WeeFIM) was conducted before (at Week 0) and after (at Week 9) acupuncture.	The University of Hong Kong	All	3 Years to 11 Years   (Child)	Phase 3	50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single|Primary Purpose: Treatment	9608944339555027				July 14, 2006		July 14, 2006	Duchess of Kent of Children Hospital, Hong Kong, Hong Kong		https://ClinicalTrials.gov/show/NCT00352248
426	NCT05238298	Efficacy and Mechanism of rTMS in Children With ASD: an Open-label Clinical Trial		Completed	No Results Available	Autism Spectrum Disorder	Device: repetitive Transcranial Magnetic Stimulation	Social Response Scale (SRS)|Repetitive Stereotyped Behavior - Revised (RBS-R)|ADHD Rating Scale|Behavior Rating Inventory of Executive Function(BRIEF)|Childhood Autism Rating Scale (CARS)|Clinical Efficacy Rating Scale (CGI)	Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|Shanghai Mental Health Center	All	6 Years to 10 Years   (Child)	Not Applicable	20	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	XHEC-C-2022-008	January 28, 2022	March 29, 2022	April 1, 2022	February 14, 2022		May 5, 2022	ShanghaiXinhua, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT05238298
427	NCT05066906	Videogame-based Tool for Job Search and Executive Function Improvement in Adults With ASD		Withdrawn	No Results Available	Autism Spectrum Disorder	Device: Use of Identifor assessment tool and Companion app|Other: Referral to employment agencies	Rate of securing internship, part-time, or full-time positions|Level of satisfaction|Behavior Rating Inventory of Executive Function for Adults (BRIEF-A)	Stanford University	All	18 Years to 55 Years   (Adult)	Not Applicable	0	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility	IRB-52313	May 2021	June 2021	July 2021	October 4, 2021		October 4, 2021			https://ClinicalTrials.gov/show/NCT05066906
428	NCT04942522	Application of Probiotic PS128 in Children With ASD		Enrolling by invitation	No Results Available	Autism Spectrum Disorder	Biological: probiotics PS128|Drug: placebo (Microcrystalline cellulose )	change in Autism Diagnostic Observation Scale (ADOS)|change in Social Responsiveness Scale (SRS)|Change in Social Communication Questionnaire (SCQ)|Change in the Autism Behavior Checklist (ABC)|Change in the Childhood Autism Rating Scale (CARS)|Change in Gesell developmental scale|Change in frequency of child behavioral problems|Change in frequency of ASD symptoms|change in gastrointestinal symptoms among children with ASD|Cytokine Analysis|Evaluate changes of type, number and structural composition of gut microorganisms in children with ASD.	Yan Hao|Tongji Hospital	All	2 Years to 5 Years   (Child)	Phase 1	80	Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	S313	June 6, 2021	June 6, 2023	October 6, 2023	June 28, 2021		August 31, 2022	Tongji Hospital, Wuhan, Hubei, China		https://ClinicalTrials.gov/show/NCT04942522
429	NCT05307536	Autologous BMMNCs Combined With Educational Intervention for ASD		Recruiting	No Results Available	Autism Spectrum Disorder	Combination Product: Autologous BMMNCs transplantation and educational intervention|Combination Product: Educational intervention	Change of severity of ASD after intervention through the Diagnostic and Statistical Manual of Mental Disorders|Change of severity of ASD after intervention through the Childhood Autism Rating Scale|Changes in social interaction; adaptive behaviour; daily living skills through Vineland Adaptive Behaviour Scale|Changes in social interaction; adaptive behaviour; daily living skills through Clinical Global Impression Improvement|Changes in health-related quality of life using Pediatric Quality of Life Inventory (PedsQL)	Vinmec Research Institute of Stem Cell and Gene Technology	All	3 Years to 7 Years   (Child)	Phase 2	54	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ISC.19.50	December 26, 2021	June 30, 2023	June 30, 2023	April 1, 2022		August 29, 2022	Vinmec Research Institute of Stem Cell and Gene Technology, Hanoi, Vietnam		https://ClinicalTrials.gov/show/NCT05307536
